Sector,Purchase
Retail,4979
Finance,7833
Retail,31148
Finance,5578
Retail,113480
Finance,5242
Retail,11456
Retail,5052
Finance,14502
Retail,11797
Retail,22515
Retail,39856
Finance,1219
Retail,54899
Finance,31039
Retail,52468
Retail,69657
Retail,43556
Retail,85062
Retail,8136
Finance,73
Retail,17058
Retail,40199
Retail,29411
Retail,18567
Retail,13938
Finance,9789
Finance,2112
Finance,7355
Retail,76944
Retail,46159
Finance,12274
Finance,21144
Retail,16978
Retail,55115
Finance,20159
Retail,40724
Retail,26404
Retail,1360
Finance,59793
Retail,8931
Retail,40256
Finance,53040
Retail,1238
Finance,96083
Finance,29196
Retail,15581
Finance,19540
Finance,382
Finance,12074
Retail,45628
Retail,1133
Finance,3599
Retail,305709
Finance,12962
Finance,86766
Retail,30819
Finance,6912
Finance,71478
Finance,108571
Finance,40536
Retail,1919
Retail,6242
Retail,37717
Retail,57106
Finance,5385
Finance,43521
Finance,33147
Finance,112401
Retail,8491
Finance,31930
Retail,10061
Finance,5318
Finance,59862
Finance,28877
Finance,26399
Finance,50499
Retail,25756
Retail,8615
Finance,1657
Finance,35572
Retail,62375
Retail,22166
Finance,4065
Retail,22650
Finance,5193
Retail,56015
Retail,58109
Retail,3056
Retail,57009
Retail,13492
Finance,17964
Finance,105677
Finance,35023
Retail,11840
Retail,642
Retail,16464
Retail,16559
Finance,43276
Finance,15320
Finance,89021
Retail,11354
Finance,692
Retail,69515
Finance,19748
Retail,79325
Retail,6541
Finance,86665
Retail,132579
Finance,165217
Finance,58624
Finance,9718
Retail,59889
Retail,41391
Finance,2275
Retail,12724
Retail,19731
Retail,7521
Finance,3624
Finance,41950
Retail,110571
Retail,7923
Finance,25729
Finance,23469
Finance,49480
Finance,111726
Finance,3381
Retail,133176
Finance,66245
Retail,85866
Retail,1600
Finance,29136
Finance,114297
Finance,9798
Finance,8049
Finance,848
Finance,20505
Retail,35401
Retail,34072
Retail,6020
Finance,98288
Retail,78491
Finance,34210
Retail,538
Finance,63492
Finance,10928
Retail,13884
Finance,31977
Finance,9841
Finance,8613
Retail,1073
Finance,585
Retail,133960
Finance,71373
Finance,21512
Finance,91488
Retail,2886
Finance,5771
Finance,26382
Finance,18031
Finance,16598
Finance,7703
Finance,26463
Finance,114861
Retail,81150
Finance,74163
Retail,26323
Finance,68461
Finance,31999
Finance,33137
Retail,40873
Retail,60020
Finance,39428
Retail,15623
Finance,40999
Finance,3485
Finance,99752
Retail,29897
Retail,13798
Finance,13138
Retail,223
Finance,42776
Retail,2682
Finance,62083
Retail,72151
Finance,23919
Finance,34985
Finance,38854
Finance,47494
Finance,11737
Finance,3306
Retail,16663
Retail,21329
Finance,1620
Finance,109962
Finance,13149
Retail,25473
Retail,31863
Retail,4048
Retail,140345
Finance,406
Finance,9606
Retail,8153
Finance,66187
Finance,111097
Retail,7020
Finance,48385
Retail,2845
Retail,62357
Finance,91150
Finance,70058
Retail,71639
Finance,69715
Retail,23481
Finance,2260
Retail,23594
Finance,50423
Retail,95421
Retail,19405
Finance,62881
Finance,77141
Finance,9221
Retail,1641
Finance,138207
Finance,5513
Finance,47915
Retail,88
Finance,2107
Retail,82188
Finance,4072
Retail,12351
Finance,102385
Retail,18846
Finance,22800
Finance,96972
Retail,11782
Retail,30164
Retail,15244
Retail,67016
Finance,51057
Finance,2140
Finance,353
Retail,27451
Retail,68203
Retail,69327
Finance,17370
Finance,94403
Retail,76952
Finance,1014
Finance,2352
Finance,53051
Finance,77764
Retail,10241
Retail,33393
Finance,4409
Finance,36641
Retail,55386
Retail,18455
Finance,55027
Finance,5749
Finance,7790
Retail,105196
Finance,13107
Retail,11972
Retail,8624
Finance,22954
Finance,47275
Finance,19641
Retail,6124
Finance,44695
Finance,23643
Finance,31667
Finance,11325
Retail,21719
Retail,446
Retail,73132
Finance,25280
Finance,43983
Finance,1648
Retail,79663
Finance,46067
Retail,71602
Retail,5929
Finance,25879
Finance,342
Finance,35869
Finance,21615
Retail,279
Finance,5242
Retail,23764
Retail,42731
Retail,36349
Finance,63739
Finance,107703
Retail,1613
Retail,11072
Finance,91619
Retail,38511
Finance,40154
Finance,14649
Retail,30775
Finance,59604
Finance,12947
Retail,21664
Retail,32758
Retail,12870
Finance,18077
Retail,30357
Finance,14606
Finance,2049
Finance,84419
Retail,140308
Retail,87283
Finance,28755
Finance,15429
Retail,1993
Retail,56536
Retail,45410
Retail,70090
Retail,29734
Retail,43821
Finance,14444
Retail,9625
Retail,45799
Finance,33027
Finance,54158
Retail,77861
Finance,45284
Retail,102232
Retail,2696
Finance,3477
Retail,15711
Retail,31308
Finance,165110
Finance,13161
Retail,36891
Finance,61382
Finance,5614
Finance,86277
Finance,16105
Finance,10784
Retail,23543
Retail,73630
Retail,19843
Retail,18607
Retail,47281
Finance,18905
Finance,19463
Retail,32544
Retail,57352
Finance,133086
Retail,29171
Retail,374
Retail,11864
Retail,32047
Finance,31326
Retail,16986
Finance,63817
Finance,82808
Retail,42896
Retail,630
Retail,122682
Finance,874
Retail,7429
Finance,26430
Retail,33164
Finance,23195
Finance,22783
Retail,66675
Retail,9486
Retail,23593
Finance,68069
Finance,2003
Finance,11503
Retail,17140
Retail,11612
Finance,16447
Retail,93609
Finance,29396
Finance,5802
Finance,18331
Finance,9768
Finance,15582
Finance,4617
Finance,103759
Retail,55649
Finance,71424
Retail,98534
Retail,27179
Finance,25868
Finance,16899
Retail,45085
Finance,15060
Retail,5779
Finance,6846
Retail,19638
Finance,60013
Finance,17557
Retail,17268
Retail,4734
Retail,2000
Retail,87009
Finance,39548
Finance,1838
Finance,86120
Retail,69227
Retail,16522
Retail,3566
Retail,97182
Finance,6106
Retail,15869
Retail,9302
Retail,33919
Finance,48995
Finance,18487
Finance,35806
Retail,3722
Retail,25090
Finance,15550
Retail,100584
Finance,122763
Finance,90197
Finance,95998
Finance,29125
Finance,4069
Finance,34865
Finance,44172
Finance,164770
Finance,26364
Retail,69807
Retail,22300
Finance,39752
Retail,24245
Retail,109927
Finance,10883
Finance,59704
Finance,4063
Retail,46006
Finance,17749
Finance,3302
Finance,30165
Retail,20451
Retail,2614
Retail,80071
Finance,12737
Retail,76633
Finance,39838
Finance,2453
Retail,12694
Finance,11526
Retail,25505
Retail,25576
Finance,47848
Retail,22756
Finance,7180
Finance,10935
Finance,107827
Finance,76204
Finance,19310
Retail,61100
Finance,33751
Retail,40529
Finance,11011
Finance,18112
Retail,82762
Finance,18773
Finance,1504
Retail,5209
Retail,71933
Retail,7482
Retail,15874
Finance,18034
Retail,10296
Finance,38528
Finance,6959
Finance,68741
Retail,26996
Retail,6808
Finance,17337
Finance,19508
Finance,8912
Retail,18091
Retail,16591
Retail,2766
Finance,76476
Finance,148169
Finance,25878
Retail,14667
Finance,76305
Finance,20896
Retail,27922
Finance,24185
Retail,29610
Retail,16881
Finance,21129
Retail,64985
Finance,111553
Finance,118287
Finance,5101
Finance,62262
Finance,15608
Finance,178
Finance,10485
Retail,49004
Retail,212
Retail,24822
Finance,9026
Retail,102054
Finance,3325
Retail,5538
Finance,2833
Finance,76256
Finance,113237
Retail,14628
Retail,8179
Finance,15184
Retail,82448
Retail,5518
Finance,40428
Retail,29841
Finance,51977
Retail,30410
Finance,41010
Finance,28480
Finance,97535
Finance,5508
Retail,69287
Retail,43319
Finance,54056
Retail,67564
Retail,44062
Retail,18181
Retail,12056
Finance,94413
Finance,83456
Retail,34486
Retail,28210
Retail,11094
Retail,83217
Retail,46100
Finance,4041
Finance,11632
Retail,15205
Finance,6515
Finance,20689
Finance,24421
Retail,63692
Finance,100549
Finance,48143
Finance,11135
Retail,21065
Retail,131719
Retail,37491
Finance,7332
Retail,5470
Retail,26319
Retail,29169
Retail,3475
Finance,46933
Retail,10245
Retail,16023
Retail,16932
Retail,30631
Retail,120706
Retail,37489
Finance,66397
Finance,74355
Finance,27860
Retail,25776
Retail,52154
Finance,71250
Retail,12971
Finance,13950
Retail,88074
Finance,31221
Finance,10927
Finance,4366
Finance,51562
Finance,28576
Finance,64493
Finance,11673
Finance,22319
Retail,24902
Retail,10005
Retail,70881
Retail,1858
Retail,242134
Retail,11033
Finance,82833
Finance,5360
Retail,3484
Finance,50694
Retail,7460
Finance,36490
Retail,42900
Finance,54657
Retail,27204
Retail,24652
Retail,128656
Retail,24903
Retail,122236
Retail,49296
Retail,47213
Finance,27394
Retail,91746
Finance,6078
Finance,10672
Finance,109927
Finance,58218
Retail,12681
Finance,138
Retail,40976
Finance,32327
Retail,174
Retail,74951
Retail,99
Finance,36640
Finance,42408
Finance,12394
Finance,17873
Retail,144251
Finance,21659
Retail,47067
Retail,22150
Finance,63264
Finance,16523
Finance,76196
Retail,23639
Finance,35008
Retail,156770
Finance,4718
Finance,73387
Finance,9380
Retail,116988
Retail,22214
Retail,15685
Retail,135227
Finance,69246
Finance,149545
Finance,53384
Finance,30960
Retail,21018
Finance,83991
Retail,2455
Finance,136422
Finance,94580
Retail,14787
Finance,4132
Retail,48365
Retail,51156
Retail,91555
Finance,15400
Finance,61461
Retail,106047
Finance,111823
Retail,42382
Finance,103910
Finance,137405
Finance,31911
Retail,35850
Retail,19487
Retail,85771
Retail,3702
Finance,103408
Finance,44435
Retail,49886
Retail,71823
Retail,62407
Finance,11122
Finance,26234
Retail,47631
Finance,70397
Retail,59284
Retail,6033
Retail,29797
Retail,9786
Retail,74738
Finance,6640
Finance,53372
Finance,13173
Retail,9306
Finance,35369
Retail,31758
Finance,11171
Retail,82793
Retail,25960
Finance,60287
Finance,93860
Retail,32016
Finance,61895
Retail,47386
Finance,34
Finance,17503
Finance,59326
Finance,22584
Retail,9065
Finance,1533
Retail,4533
Retail,45781
Retail,2287
Finance,147246
Retail,42809
Finance,12315
Retail,6538
Finance,40191
Retail,3639
Finance,7679
Retail,60255
Retail,31
Retail,4866
Retail,3524
Finance,50350
Retail,56321
Retail,73110
Retail,17053
Retail,20016
Retail,19670
Finance,14495
Finance,193009
Retail,50353
Finance,13723
Finance,23811
Finance,27590
Retail,32429
Finance,9049
Finance,35768
Retail,30192
Retail,35881
Finance,65696
Finance,63616
Finance,81941
Finance,113014
Retail,84030
Retail,92079
Finance,3745
Finance,1359
Finance,20277
Finance,14641
Retail,36454
Finance,48429
Retail,66178
Retail,54785
Retail,66182
Finance,14269
Finance,4605
Retail,12793
Finance,42671
Retail,12356
Finance,27279
Finance,148285
Retail,137985
Finance,28507
Finance,26073
Finance,30144
Retail,20350
Finance,63689
Finance,33580
Finance,25294
Finance,158709
Retail,40415
Retail,6302
Finance,13318
Retail,7592
Finance,35880
Finance,9031
Retail,34255
Finance,71796
Finance,5323
Retail,29053
Retail,9241
Retail,42501
Finance,39677
Retail,5576
Retail,7366
Retail,10609
Finance,60831
Finance,33845
Retail,23038
Retail,6566
Finance,5381
Retail,1871
Retail,770
Retail,6302
Retail,8240
Retail,104313
Retail,177808
Finance,16351
Finance,45633
Finance,12917
Finance,11078
Retail,182
Finance,11064
Retail,2748
Finance,23594
Finance,31684
Retail,4910
Retail,64256
Finance,6408
Finance,49149
Retail,40294
Retail,49677
Retail,4290
Retail,82750
Finance,32670
Retail,51163
Finance,4177
Retail,543
Finance,38608
Finance,15395
Finance,9417
Finance,3092
Retail,18348
Finance,21157
Retail,149264
Finance,7453
Finance,43235
Finance,39504
Retail,74275
Retail,8219
Retail,70399
Finance,66028
Finance,5497
Finance,14009
Retail,30878
Finance,42
Finance,65488
Finance,2746
Retail,32050
Retail,66498
Retail,1677
Finance,145641
Retail,26544
Finance,29587
Finance,56868
Retail,36831
Finance,71851
Retail,6623
Finance,16266
Retail,5890
Finance,26278
Retail,8328
Retail,4848
Finance,41310
Retail,13430
Retail,29294
Finance,120982
Finance,61669
Finance,14748
Finance,147238
Retail,5675
Retail,7531
Retail,13319
Retail,36709
Finance,76905
Retail,50733
Retail,12153
Retail,12373
Retail,78306
Finance,4470
Finance,24003
Finance,13182
Retail,36461
Retail,27857
Finance,46977
Retail,831
Finance,23388
Finance,4832
Retail,9016
Finance,55900
Finance,29820
Finance,26369
Retail,4174
Finance,34209
Retail,12194
Finance,105411
Finance,14710
Finance,35340
Finance,40220
Finance,93751
Retail,48158
Finance,121304
Retail,12499
Finance,20453
Finance,26098
Retail,83599
Retail,79613
Finance,17201
Finance,20687
Finance,14531
Finance,77062
Finance,64886
Retail,47625
Retail,44212
Finance,3648
Finance,26804
Retail,54544
Retail,15624
Retail,80348
Finance,11291
Retail,2360
Retail,33822
Retail,39668
Finance,89987
Retail,21036
Retail,52434
Finance,6182
Retail,13506
Retail,36138
Finance,2083
Finance,53855
Finance,28390
Finance,4358
Retail,23315
Retail,4034
Retail,9216
Retail,12018
Retail,47157
Retail,55547
Finance,9089
Finance,73116
Retail,79081
Finance,1226
Finance,11528
Finance,36725
Retail,18239
Finance,55514
Finance,32807
Finance,44818
Finance,1685
Finance,51882
Retail,30920
Retail,17740
Retail,11025
Retail,4841
Retail,76753
Finance,8983
Finance,14074
Finance,17801
Retail,43798
Finance,57696
Retail,44305
Finance,19335
Retail,65361
Retail,59384
Finance,15747
Finance,32495
Finance,129980
Finance,25802
Finance,18000
Retail,41038
Retail,72972
Finance,6604
Finance,6618
Finance,128438
Retail,108106
Finance,28997
Retail,19320
Retail,24067
Retail,46696
Finance,76279
Retail,123593
Retail,30624
Retail,76307
Retail,10286
Retail,54189
Finance,50857
Retail,15662
Retail,34647
Finance,12000
Retail,38698
Finance,31733
Finance,9002
Retail,26047
Finance,5717
Retail,7976
Retail,12279
Finance,1763
Finance,28713
Retail,22414
Finance,27495
Retail,78771
Finance,14620
Retail,23838
Retail,82443
Retail,39799
Finance,61865
Finance,146717
Retail,12556
Finance,49285
Retail,10687
Retail,18026
Finance,2562
Retail,14484
Finance,17961
Retail,565
Retail,13159
Retail,3549
Retail,30074
Retail,99507
Retail,97499
Retail,7374
Retail,1767
Retail,6081
Retail,30262
Retail,52960
Retail,39029
Finance,59988
Finance,56624
Retail,27308
Retail,25875
Finance,4044
Retail,47578
Retail,60816
Finance,15311
Finance,48789
Retail,81050
Finance,233057
Finance,55138
Finance,35391
Retail,8005
Finance,21186
Finance,59903
Retail,42137
Retail,30213
Finance,19296
Finance,763
Finance,4106
Retail,46666
Finance,59538
Finance,36779
Finance,22201
Finance,42674
Finance,39512
Finance,6801
Finance,60081
Retail,7734
Finance,25052
Retail,20290
Finance,37711
Finance,14474
Finance,88003
Retail,21887
Finance,53932
Finance,66250
Retail,5832
Retail,8382
Retail,18988
Retail,23746
Finance,24456
Retail,38653
Retail,67020
Retail,114338
Retail,11016
Retail,38688
Retail,127198
Finance,270966
Retail,28101
Retail,10147
Finance,67861
Retail,78622
Retail,157057
Retail,78293
Finance,20558
Finance,22367
Finance,9289
Retail,21498
Retail,45386
Finance,2248
Retail,59803
Retail,42363
Retail,59615
Retail,109884
Retail,22670
Finance,1283
Finance,81232
Retail,84769
Finance,14199
Retail,43323
Finance,7266
Retail,21605
Retail,4726
Retail,81269
Retail,17894
Retail,130618
Finance,57917
Finance,46461
Finance,11930
Retail,61305
Retail,6649
Retail,22233
Retail,18545
Retail,71557
Finance,17788
Finance,112615
Finance,4273
Finance,23906
Retail,24139
Finance,58604
Retail,113475
Retail,35759
Retail,89567
Retail,44713
Retail,7462
Retail,97349
Retail,45261
Retail,1096
Finance,41396
Finance,13936
Retail,45551
Retail,55971
Finance,58187
Retail,37896
Retail,41653
Finance,26367
Finance,37718
Finance,284570
Finance,74284
Finance,29622
Retail,2642
Finance,44293
Retail,5082
Retail,54164
Retail,59518
Finance,22033
Finance,7715
Finance,12034
Finance,15161
Finance,9639
Retail,99111
Retail,34325
Retail,136191
Finance,4899
Retail,36897
Retail,28334
Finance,39653
Retail,21559
Finance,110882
Retail,22182
Retail,8009
Finance,43977
Retail,41933
Retail,2746
Retail,41396
Retail,81764
Retail,25643
Finance,28705
Finance,24968
Finance,26625
Retail,34319
Retail,20607
Finance,1856
Retail,32577
Retail,2631
Retail,28531
Retail,11994
Finance,197121
Retail,105478
Retail,66136
Finance,3173
Finance,26689
Retail,39165
Finance,101099
Retail,19238
Finance,19762
Retail,95104
Retail,44828
Retail,18071
Retail,25312
Retail,46807
Finance,5083
Finance,294
Retail,16991
Retail,16988
Finance,1265
Finance,87593
Retail,8141
Finance,74697
Retail,23490
Retail,25156
Retail,10163
Retail,149655
Retail,78356
Finance,16295
Retail,34856
Finance,3071
Retail,79840
Retail,15244
Finance,23370
Retail,55142
Finance,85865
Retail,5508
Finance,8770
Finance,38873
Finance,105341
Retail,2680
Retail,15506
Finance,4531
Finance,193469
Finance,28182
Retail,7158
Retail,6853
Retail,49153
Finance,5130
Finance,51556
Finance,21609
Finance,11496
Finance,4283
Retail,43385
Finance,21282
Finance,27216
Retail,11219
Retail,7378
Retail,21924
Retail,10936
Retail,39084
Retail,114071
Retail,34559
Retail,6779
Finance,232573
Finance,23056
Finance,50574
Retail,11748
Retail,16401
Retail,59492
Finance,15210
Retail,55597
Finance,145398
Finance,13087
Retail,27021
Finance,33249
Retail,4945
Retail,10064
Finance,56133
Finance,11830
Retail,3995
Retail,22862
Finance,40041
Finance,80824
Retail,58630
Finance,67803
Finance,28096
Retail,21623
Finance,116809
Retail,45663
Retail,8191
Retail,29940
Retail,43714
Retail,19870
Retail,28695
Retail,34002
Retail,16162
Retail,39436
Retail,12307
Retail,103246
Retail,2746
Finance,9584
Finance,48742
Finance,13593
Retail,9321
Finance,11339
Finance,855
Retail,32428
Finance,48882
Finance,22071
Retail,62448
Retail,47928
Retail,2787
Finance,3068
Retail,1170
Retail,27135
Retail,2890
Finance,42689
Finance,5541
Retail,7286
Retail,7761
Finance,19448
Finance,41340
Finance,24600
Finance,37179
Finance,2991
Finance,65539
Finance,192
Finance,69858
Retail,80771
Finance,20699
Retail,10100
Finance,17241
Retail,44352
Retail,19931
Finance,27237
Retail,34552
Retail,23500
Retail,30075
Retail,44686
Finance,4523
Finance,16519
Retail,15332
Finance,33568
Finance,53970
Finance,8759
Finance,38979
Retail,3540
Finance,20512
Retail,50338
Finance,74108
Retail,39077
Finance,85872
Finance,4321
Retail,1973
Finance,118528
Retail,25619
Finance,5086
Retail,33271
Retail,8860
Finance,297
Finance,36234
Finance,8363
Retail,3522
Finance,25292
Retail,36307
Retail,2119
Retail,127867
Finance,26958
Retail,60581
Retail,16231
Finance,33483
Retail,58192
Retail,197934
Finance,98157
Retail,120652
Finance,6875
Retail,24340
Retail,19031
Retail,3178
Retail,25601
Retail,6181
Retail,105328
Finance,81292
Retail,20534
Retail,71965
Finance,2616
Finance,25472
Retail,49638
Retail,44144
Retail,28119
Retail,63312
Retail,16376
Finance,50322
Retail,16303
Finance,19942
Finance,51525
Retail,13140
Finance,14529
Finance,36519
Finance,24014
Retail,149805
Finance,25433
Finance,640
Finance,53713
Finance,3762
Retail,2484
Finance,743
Finance,56523
Retail,34676
Finance,42443
Finance,28295
Finance,21387
Finance,15626
Finance,81604
Retail,345
